id,subject,name,units,term,description
CalPoly_BMED 520,Biomedical Engineering,Introduction to Biomedical Engineering,4 units,['Winter'],"Advanced treatment of the basic engineering sciences in the biomedical engineering context. For the student who has had little prior exposure to biomedical engineering, but has either a strong engineering or a strong science background."
CalPoly_BMED 525,Biomedical Engineering,Skeletal Tissue Mechanics,4 units,['Winter'],"Overview of the mechanical properties of various tissues in the musculoskeletal system, the relationship of these properties to anatomic and histologic structures, and the changes in these properties caused by aging, disease, overuse, and disuse. Tissues covered include bone, cartilage and synovial fluid, ligament, and tendon."
CalPoly_BMED 530,Biomedical Engineering,Biomaterials,4 units,"['Fall', 'Winter']","Structure - function relationships for materials in contact with biological systems. Interactions of materials implanted in the body. Histological and hematological considerations including foreign body responses, inflammation, carcinogenicity, thrombosis, hemolysis, immunogenic and toxic properties. Microbial interaction with material surfaces, degradation. 4 lectures. Crosslisted as BMED / MATE530."
CalPoly_BMED 535,Biomedical Engineering,Bioseparations,4 units,['Winter'],"Advanced topics in physicochemical hydrodynamics, bioseparations and microfluidic bioseparations, which include the key aspects of electrokinetics, colloid science and suspension mechanics in bioseparations. Understanding key separation design parameters through theoretical and numerical models."
CalPoly_BMED 541,Biomedical Engineering,Microcirculation,3 units,['tbd'],"Topic groups include microvessel wall structure, network architecture, flow regulation, transport, inflammation, angiogenesis, arteriogenesis, and rarefaction. Additional focus on patho - physiology and the engineering approaches to assess and treat microvascular dysfunction. Not open to students with credit"
CalPoly_BMED 542,Biomedical Engineering,Microcirculation Laboratory,1 unit,['tbd'],"Laboratory procedures include direct visualization of microvessels by microscopy and indirect assessment by skin temperature, evaluation of microvascular networks by casting and immunostaining, and assessment of vascular wall structure by histology."
CalPoly_BMED 550,Biomedical Engineering,Current and Evolving Topics in Biomedical Engineering,4 units,['Fall'],"Current topics in biomedical engineering, including medical and industrial applications. Exploration of detailed technical treatment of contemporary issues in biomedical engineering, and examination of technical and societal implications of these subjects. The Schedule of Classes will list topics selected. Total credit"
CalPoly_BMED 555,Biomedical Engineering,Neural Systems Simulation and Modeling,4 units,['Spring'],"The biophysical basis of the Hodgkin - Huxley active membrane model. A detailed description of the dynamics of voltage gated ion channels. The complete Hodgkin - Huxley active membrane model, with an emphasis on its use in simulating the electrical activity of nerve cells. Equivalent circuit/ circuit simulator based approaches to modeling Hodgkin - Huxley neurons."
CalPoly_BMED 560,Biomedical Engineering,Cell Transplantation and Biotherapeutics,2 units,['Spring'],"Topics include the etiology, patho - physiology, and rodent models for various forms of disease, such as inflammatory, autoimmune, and monogenic diseases, as well as nucleic acid, protein, and cellular - based therapies for these conditions. Not open to students with credit"
CalPoly_BMED 561,Biomedical Engineering,Cell Transplantation and Biotherapeutics Laboratory,2 units,['Spring'],"Procedures include rodent handling, anesthesia, surgically modeling disease, biotherapy delivery, and visualizing / measuring therapeutic efficacy. Additional focus on experimental design, data collection, and analysis."
CalPoly_BMED 563,Biomedical Engineering,Biomedical Engineering Graduate Seminar,2 units,"['Fall', 'Spring']","Selected topics of interest to biomedical engineering and other graduate students. Open to graduate students and selected seniors. A forum to share information about research and research tools ; an opportunity to discuss topics of interest with professionals in the field, academics, and other graduate students. The Schedule of Classes will list topic selected. Total credit"
CalPoly_BMED 570,Biomedical Engineering,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for graduate students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_BMED 571,Biomedical Engineering,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_BMED 591,Biomedical Engineering,Thesis Project Design Laboratory I,2 units,['Fall'],"Selection and completion of project by individuals or team which is typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning, scheduling and research and may involve students from several disciplines. Formulation of outline, literature, review and project schedule."
CalPoly_BMED 592,Biomedical Engineering,Thesis Project Design Laboratory II,2 units,['Spring'],"Continuation of BMED591. Completion of project by individuals or team which is typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning, scheduling and research. Formulation of outline, literature review, and project schedule."
CalPoly_BMED 593,Biomedical Engineering,Regenerative Medicine Internship,3-5 units,"['Fall', 'Winter', 'Spring']",Supervised graduate research and/or development in stem cell science or regenerative medicine and engineering. Provides students with an off - campus industrial or university internship. Total credit
CalPoly_BMED 594,Biomedical Engineering,Applications in Regenerative Medicine,2 units,['Spring'],"Transfer of skills and knowledge gained through coursework, in an applied setting at Cal Poly. Demonstration of technical, problem solving, and presentation skills, and familiarity with current research. Part of the culminating experience for the Specialization in Regenerative Medicine in the MS in Biological Sciences, or the MS in Biomedical Engineering, or the Animal Science Specialization in the MS in Agriculture. 1 seminar and supervised work."
